"","id","age","gender","education","employment","cy_sesh_score","cy_sesh_policies1","cy_sesh_deletion3","cy_sesh_deletion1","cy_sesh_communication3","cy_sesh_collection1","cy_sesh_understanding1","cy_sesh_connecting1","cy_sesh_patterns4","cy_sesh_patterns5","cy_sesh_help1","cy_sesh_purchase3","cy_sesh_threats5","cy_sesh_updates3","rse_score","rse1","rse2","rse3","rse4","rse5","rse6","rse7","rse8","rse9","rse10","lotr_score","lot1","lot2","lot3","lot4","lot5","lot6","lot7","lot8","lot9","lot10","seis_score","seis1","seis2","seis3","seis4","seis5","seis6","seis7","seis8","seis9","seis10","seis11","attentioncheck2","attentioncheck3","attentioncheck4"
"735",799,"32","Female","Master's Degree","Employed Part-Time",3.58333333333333,5,3,5,3,3,4,3,4,3,2,3,5,"5",28,4,2,3,3,3,2,3,2,3,3,13,1,3,3,1,4,2,3,3,3,2,3.36363636363636,4,5,3,3,2,5,3,3,3,3,3,7,4,1
"736",800,"29","Female","Secondary School","Employed Full-Time",4.33333333333333,3,5,4,2,4,4,6,5,3,5,4,7,"Highly certain can do",29,2,3,4,3,3,2,3,2,4,3,16,3,2,2,4,3,3,3,2,0,4,5.36363636363636,5,5,5,6,6,5,5,6,6,7,3,7,4,1
"737",801,"52","Female","Secondary School","Employed Full-Time",4.25,1,7,7,7,4,1,6,2,1,4,4,7,"Moderately certain can do",29,3,2,4,3,4,2,3,3,3,2,5,1,2,0,2,3,3,0,1,1,1,4.63636363636364,3,3,5,5,6,6,4,5,3,6,5,7,4,1
"738",802,"24","Female","Bachelor's Degree","Student",5.66666666666667,4,7,7,6,5,5,5,6,4,7,5,7,"Highly certain can do",24,2,2,3,3,3,2,3,1,3,2,6,1,2,1,1,4,1,1,0,1,1,5.54545454545455,3,3,5,6,7,7,7,6,6,6,5,7,4,1
"739",803,"32","Male","Secondary School","Seeking opportunities",4.66666666666667,3,7,6,5,5,5,6,2,2,5,4,6,"6",18,2,1,2,4,1,1,3,1,1,2,3,1,0,0,1,4,3,0,1,0,1,5.72727272727273,7,7,5,5,6,6,6,5,7,6,3,7,4,1
"740",804,"30","Female","Bachelor's Degree","Employed Full-Time",4.83333333333333,4,5,5,5,5,6,4,6,5,5,1,7,"6",26,3,2,3,3,3,2,3,2,3,2,15,1,2,3,3,3,4,3,0,3,2,5.36363636363636,5,5,5,6,6,5,6,4,6,5,6,7,4,1
"741",805,"26","Female","Bachelor's Degree","Employed Full-Time",2.91666666666667,2,5,2,1,2,5,3,4,3,2,3,3,"5",24,2,2,3,2,3,2,3,1,3,3,10,2,3,2,3,3,2,1,1,1,1,4.09090909090909,1,3,4,5,6,3,3,6,6,6,2,7,4,1
"742",806,"31","Female","Bachelor's Degree","Employed Full-Time",1.58333333333333,1,3,2,2,1,2,1,1,1,1,1,3,"Moderately certain can do",26,3,2,3,3,3,2,3,2,3,2,10,1,3,1,3,4,3,1,3,3,1,2.63636363636364,1,2,2,3,5,2,2,2,2,3,5,7,4,1
"743",807,"50","Female","Secondary School","Employed Full-Time",3.91666666666667,4,4,6,3,4,6,5,2,2,4,5,2,"5",40,4,4,4,4,4,4,4,4,4,4,21,3,3,4,3,3,4,4,3,3,4,5.18181818181818,2,5,6,6,7,6,5,5,6,7,2,7,4,1
"744",808,"26","Female","Trade School","Other:",5.33333333333333,6,6,6,4,5,5,5,6,5,4,6,6,"6",31,3,3,3,3,4,3,3,2,4,3,15,2,1,2,3,2,3,3,3,2,3,5.27272727272727,2,6,5,6,6,6,6,4,6,6,5,7,4,1
"745",810,"33","Female","Bachelor's Degree","Employed Full-Time",2.58333333333333,4,2,1,1,3,4,2,4,2,2,4,2,"Moderately certain can do",29,3,3,3,3,3,3,3,2,3,3,15,2,3,2,3,4,3,2,1,3,3,3.63636363636364,2,3,3,3,6,3,3,3,5,5,4,7,4,1
"746",811,"22","Male","Bachelor's Degree","Employed Part-Time",2.33333333333333,4,1,2,1,3,1,3,7,1,1,2,2,"Moderately certain can do",21,2,1,3,3,1,2,3,2,2,2,12,3,3,3,1,4,1,2,3,1,2,4.72727272727273,5,3,5,5,7,7,3,2,5,3,7,7,4,1
"747",812,"24","Female","Ph.D. or higher","Employed Full-Time",4,4,5,5,2,4,4,4,4,4,4,4,4,"Moderately certain can do",28,3,3,3,3,3,2,3,2,3,3,11,2,1,2,2,3,1,2,1,2,1,4.18181818181818,5,4,4,4,5,4,4,4,4,4,4,7,4,1
"748",813,"31","Female","Secondary School","Employed Part-Time",6.33333333333333,7,4,7,7,7,7,7,4,5,7,7,7,"Highly certain can do",29,4,3,3,2,2,4,3,2,4,2,11,2,0,1,4,4,4,1,2,1,2,6.45454545454545,4,7,7,7,7,4,7,7,7,7,7,7,4,1
"749",814,"42","Female","Secondary School","Employed Full-Time",4.16666666666667,4,6,5,3,4,3,4,5,4,4,4,4,"6",27,3,2,3,3,3,2,3,2,3,3,17,3,2,2,3,3,2,3,2,3,3,5.81818181818182,5,6,6,5,7,6,5,6,6,7,5,7,4,1
"750",815,"35","Female","Bachelor's Degree","Employed Full-Time",3.08333333333333,2,2,4,2,4,4,2,2,3,5,3,4,"Highly certain can do",22,2,2,3,3,2,2,2,1,2,3,9,1,1,2,1,3,3,2,3,2,1,6.36363636363636,6,6,7,6,7,7,6,6,6,6,7,7,4,1
"751",816,"42","Female","Secondary School","Employed Part-Time",5,5,6,6,4,5,6,5,5,4,5,5,4,"5",30,3,3,3,3,3,3,3,3,3,3,15,3,3,2,3,3,2,3,3,2,2,5,4,4,5,5,6,6,5,5,5,5,5,7,4,1
"752",817,"40","Female","Secondary School","Other:",6.16666666666667,6,6,6,6,6,6,6,6,6,6,7,7,"Highly certain can do",27,3,2,3,3,3,2,3,2,3,3,15,2,3,3,2,3,1,3,3,3,2,7,7,7,7,7,7,7,7,7,7,7,7,7,4,1
"753",819,"19","Male","Prefer not to say","Employed Full-Time",4.91666666666667,4,7,4,3,6,6,5,5,4,6,4,5,"Highly certain can do",33,3,4,3,4,3,3,3,3,3,4,14,0,3,2,3,4,3,3,3,3,3,5.81818181818182,5,7,5,6,6,6,6,5,6,6,6,7,4,1
"754",820,"31","Female","Bachelor's Degree","Other:",2.83333333333333,4,4,3,2,2,2,3,2,2,5,2,3,"3",30,3,3,3,3,3,3,3,3,3,3,12,1,1,2,3,3,1,1,1,2,3,4.45454545454545,3,3,5,5,5,5,3,5,5,5,5,7,4,1
"755",821,"21","Male","Secondary School","Student",4.91666666666667,4,6,6,3,4,6,5,4,5,4,6,6,"6",34,4,4,3,3,3,3,3,4,4,3,16,3,3,2,3,3,2,2,3,3,3,6.09090909090909,6,5,7,5,7,6,7,7,5,5,7,7,4,1
"756",822,"63","Male","Trade School","Employed Full-Time",4.41666666666667,4,4,4,4,4,6,4,4,4,4,4,7,"Moderately certain can do",32,3,4,3,4,3,3,3,3,3,3,16,3,3,3,3,2,1,2,1,3,2,6.18181818181818,6,6,5,6,7,7,6,6,6,6,7,7,4,1
"757",823,"30","Female","Bachelor's Degree","Employed Full-Time",3.08333333333333,3,3,4,4,4,2,2,2,2,4,4,3,"Moderately certain can do",26,3,2,3,3,3,2,3,2,3,2,15,2,2,2,2,4,3,3,2,3,3,2.90909090909091,1,1,5,4,5,3,2,2,3,3,3,7,4,1
"758",824,"30","Female","Secondary School","Employed Full-Time",4.25,4,4,6,4,3,4,6,4,4,4,5,3,"Moderately certain can do",22,2,2,3,3,2,2,2,2,2,2,6,1,3,0,1,3,3,1,1,1,2,4.81818181818182,2,2,5,6,5,5,5,6,6,6,5,7,4,1
"759",825,"20","Female","Secondary School","Student",5.25,5,5,5,5,5,4,5,5,5,7,6,6,"Highly certain can do",26,3,2,3,3,3,1,3,2,3,3,8,1,3,1,3,3,1,0,1,1,2,5.27272727272727,2,6,6,5,7,6,6,5,5,4,6,7,4,1
"760",826,"29","Female","Master's Degree","Employed Full-Time",6.25,7,7,7,4,7,7,7,1,7,7,7,7,"Highly certain can do",29,4,2,1,4,4,2,3,4,4,1,22,4,1,2,4,0,4,4,1,4,4,5.63636363636364,4,4,6,7,7,7,5,7,6,7,2,7,4,1
"761",827,"21","Female","Secondary School","Student",5.41666666666667,6,6,6,5,6,5,5,6,5,6,4,5,"6",34,4,3,4,4,3,3,3,2,4,4,18,3,2,3,3,4,3,3,1,3,3,4.36363636363636,2,2,4,5,6,6,5,5,5,6,2,7,4,1
"762",828,"26","Male","Master's Degree","Employed Full-Time",4,4,3,4,3,3,4,5,4,5,5,4,4,"5",29,3,3,3,3,2,3,3,2,4,3,14,1,3,2,3,3,3,3,2,2,3,4.90909090909091,4,4,6,5,5,6,6,3,6,4,5,7,4,1
"763",829,"33","Female","Master's Degree","Employed Part-Time",2.66666666666667,4,2,3,1,1,2,2,2,2,5,5,3,"Moderately certain can do",19,2,2,2,2,2,2,2,1,2,2,6,1,2,1,1,3,1,1,1,1,1,3,2,2,5,3,3,3,3,3,4,3,2,7,4,1
"764",830,"44","Female","Secondary School","Employed Full-Time",3.58333333333333,4,4,4,2,2,5,4,3,3,2,5,5,"Highly certain can do",32,4,3,3,3,3,3,3,3,4,3,17,3,3,3,3,2,4,2,2,3,3,3.36363636363636,2,2,2,4,5,3,3,2,4,5,5,7,4,1
"765",831,"34","Female","Ph.D. or higher","Employed Full-Time",3,3,4,3,3,3,2,3,3,3,3,3,3,"5",26,3,2,3,3,3,2,3,2,3,2,16,2,1,2,3,3,3,3,1,3,3,3.54545454545455,4,3,4,2,6,4,4,2,4,4,2,7,4,1
"766",832,"36","Female","Bachelor's Degree","Employed Full-Time",3.5,2,6,5,3,3,2,3,3,3,5,3,4,"5",27,3,2,3,3,3,2,3,2,3,3,18,3,3,3,3,3,1,3,3,3,3,4.72727272727273,6,6,5,2,6,5,4,2,6,6,4,7,4,1
"767",833,"37","Female","Secondary School","Seeking opportunities",2.41666666666667,2,5,3,2,2,2,2,2,2,3,2,2,"2",21,2,2,3,2,2,2,2,2,2,2,9,1,2,2,2,3,3,1,2,1,2,4.90909090909091,4,3,4,6,6,5,6,5,5,6,4,7,4,1
"768",834,"69","Male","Secondary School","Retired",3.75,4,3,4,3,3,4,4,3,3,2,5,7,"6",32,3,3,3,4,3,3,3,3,4,3,16,2,4,3,2,3,2,3,1,3,3,5.36363636363636,5,4,6,5,6,6,5,4,7,5,6,7,4,1
"769",835,"63","Male","Secondary School","Employed Full-Time",2.5,4,1,2,2,2,4,1,1,2,2,3,6,"Moderately certain can do",30,3,3,3,3,3,3,3,3,3,3,8,1,0,2,1,4,3,2,2,1,1,3.81818181818182,1,1,5,5,6,5,4,4,5,5,1,7,4,1
"770",836,"64","Male","Trade School","Retired",3.75,2,4,7,1,2,7,3,4,1,3,4,7,"Highly certain can do",39,4,4,4,4,4,4,4,3,4,4,13,2,4,2,2,4,4,3,4,1,3,7,7,7,7,7,7,7,7,7,7,7,7,7,4,1
"771",838,"30","Male","Trade School","Employed Full-Time",5.75,5,6,6,6,6,6,6,4,6,5,6,7,"Highly certain can do",34,3,4,3,4,3,4,4,3,3,3,16,2,4,2,3,3,2,3,4,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,4,1
"772",839,"41","Male","Bachelor's Degree","Employed Full-Time",4,6,3,4,4,4,4,4,3,3,4,5,4,"Highly certain can do",27,3,2,3,3,3,2,3,2,3,3,16,3,3,2,3,2,2,3,3,2,3,5.45454545454545,2,4,6,6,6,6,6,6,6,6,6,7,4,1
"773",841,"22","Female","Bachelor's Degree","Employed Full-Time",3.83333333333333,3,6,4,4,6,3,4,2,2,5,3,4,"5",23,2,2,2,4,3,2,2,1,3,2,8,0,1,2,2,3,2,1,1,1,2,3.81818181818182,2,2,2,4,5,3,5,4,5,4,6,7,4,1
"774",842,"29","Female","Ph.D. or higher","Employed Full-Time",3.91666666666667,3,5,4,5,5,2,4,3,3,4,4,5,"5",21,2,2,3,3,2,1,2,2,2,2,6,1,1,1,1,3,2,1,1,1,1,5.63636363636364,5,5,6,5,6,6,5,5,7,6,6,7,4,1
"775",843,"42","Male","Master's Degree","Employed Full-Time",3.41666666666667,3,4,4,2,4,4,2,4,3,4,3,4,"Moderately certain can do",35,3,3,4,4,4,4,4,2,4,3,10,1,2,2,2,2,3,1,4,1,3,4.54545454545455,4,4,5,5,5,5,4,5,4,3,6,7,4,1
"776",844,"66","Male","Ph.D. or higher","Employed Part-Time",3.5,4,4,5,2,4,4,2,3,3,3,4,4,"3",26,3,2,3,3,3,2,3,2,3,2,14,2,2,2,2,3,2,2,3,3,3,4.72727272727273,4,5,5,5,6,5,5,5,4,4,4,7,4,1
"777",845,"34","Female","Bachelor's Degree","Employed Full-Time",2.91666666666667,4,3,2,3,2,4,3,2,2,2,4,4,"2",36,4,4,4,4,3,2,4,3,4,4,17,3,3,3,2,4,4,3,2,3,3,3.18181818181818,2,1,3,2,3,5,2,3,6,5,3,7,4,1
"778",846,"55","Female","Secondary School","Employed Full-Time",3.66666666666667,7,4,2,4,6,3,3,3,2,4,2,4,"Highly certain can do",36,3,4,4,3,4,4,4,3,4,3,15,2,2,2,2,4,2,3,2,3,3,4.09090909090909,3,3,1,4,6,5,3,4,4,6,6,7,4,1
"779",847,"52","Female","Secondary School","Seeking opportunities",5.25,5,4,7,3,4,5,5,5,5,7,6,7,"6",36,4,4,3,3,4,4,3,4,4,3,16,2,1,2,3,3,4,2,1,3,4,5.27272727272727,6,5,5,6,6,6,5,5,6,4,4,7,4,1
"780",848,"25","Female","Bachelor's Degree","Employed Full-Time",3.83333333333333,4,4,4,4,4,4,4,4,3,4,4,3,"Moderately certain can do",24,2,2,3,3,3,2,3,1,3,2,11,1,0,2,2,3,3,1,0,2,3,3.54545454545455,3,2,3,3,5,5,4,3,3,5,3,7,4,1
"781",849,"35","Female","Secondary School","Other:",4,4,5,4,3,4,4,4,4,3,5,4,4,"Moderately certain can do",29,3,3,3,3,3,3,3,2,3,3,11,2,1,1,2,3,2,2,2,2,2,3.63636363636364,3,3,4,4,5,4,3,2,5,4,3,7,4,1
"782",850,"42","Female","Bachelor's Degree","Employed Full-Time",5.25,5,7,6,3,6,7,5,5,4,3,5,7,"Highly certain can do",40,4,4,4,4,4,4,4,4,4,4,24,4,4,4,4,4,1,4,3,4,4,6.72727272727273,7,7,7,7,7,7,5,7,7,6,7,7,4,1
"783",852,"23","Female","Bachelor's Degree","Employed Full-Time",3.75,6,6,5,3,4,6,1,3,3,3,4,1,"Highly certain can do",25,3,2,4,2,3,2,3,1,2,3,15,3,4,0,3,4,3,3,4,3,3,3.63636363636364,1,2,5,3,7,2,3,5,6,5,1,7,4,1
"784",853,"51","Female","Master's Degree","Employed Full-Time",5.25,6,6,5,4,5,6,5,5,5,5,6,5,"5",35,3,4,3,4,4,4,1,4,4,4,21,3,3,3,4,4,3,3,3,4,4,6.45454545454545,7,6,6,6,7,6,7,6,7,6,7,7,4,1
"785",854,"42","Female","Secondary School","Other:",3.08333333333333,4,2,2,3,3,1,3,2,3,4,6,4,"Moderately certain can do",23,2,2,3,4,2,2,2,2,2,2,10,2,1,1,1,3,3,1,1,3,2,3.45454545454545,2,7,3,4,3,3,5,3,4,3,1,7,4,1
"786",855,"48","Female","Trade School","Employed Part-Time",6.33333333333333,6,7,7,5,7,6,6,6,6,6,7,7,"Highly certain can do",30,3,3,3,4,3,2,4,2,3,3,18,3,3,2,4,2,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,4,1
"787",856,"24","Male","Master's Degree","Seeking opportunities",5.83333333333333,6,6,6,6,6,6,6,6,5,5,6,6,"Highly certain can do",28,3,2,3,3,3,3,3,2,3,3,18,3,3,3,3,3,3,3,3,3,3,5.81818181818182,5,6,6,6,7,6,6,6,6,5,5,7,4,1
"788",857,"44","Male","Master's Degree","Employed Full-Time",4.75,6,7,2,5,3,5,5,5,5,5,4,5,"5",30,3,3,4,4,3,2,3,3,2,3,0,0,0,0,0,3,2,0,1,0,0,5.45454545454545,6,6,5,6,5,6,6,5,5,5,5,7,4,1
"789",859,"47","Female","Bachelor's Degree","Employed Part-Time",3.66666666666667,4,4,3,3,4,4,4,2,4,4,4,4,"Moderately certain can do",38,3,4,4,3,4,4,4,4,4,4,13,2,3,2,3,3,2,2,2,2,2,4.45454545454545,4,4,5,4,5,4,5,5,5,4,4,7,4,1
"790",860,"22","Female","Bachelor's Degree","Employed Full-Time",5.33333333333333,6,7,6,7,5,7,5,5,1,4,6,5,"Highly certain can do",36,4,3,4,4,3,3,4,3,4,4,18,3,3,0,4,3,2,4,2,3,4,6.36363636363636,7,6,5,7,7,7,7,7,6,7,4,7,4,1
"791",861,"42","Female","Master's Degree","Employed Full-Time",3.83333333333333,3,5,3,3,5,5,3,3,2,6,5,3,"6",33,3,3,3,3,4,3,3,4,3,4,20,3,3,4,3,3,4,3,3,4,3,4,2,3,5,4,5,3,4,4,6,5,3,7,4,1
"792",862,"43","Male","Trade School","Employed Full-Time",4.33333333333333,3,4,7,4,4,5,4,5,3,2,5,6,"5",37,3,4,4,3,3,4,4,4,4,4,16,3,2,3,3,3,2,3,3,1,3,5.81818181818182,5,5,6,6,7,7,5,6,6,6,5,7,4,1
"793",863,"25","Male","Bachelor's Degree","Employed Full-Time",4.08333333333333,4,4,4,2,3,4,5,6,2,6,3,6,"5",23,2,2,2,3,2,2,3,1,4,2,16,2,3,2,3,3,4,3,1,3,3,4.45454545454545,3,2,3,4,6,5,5,4,6,6,5,7,4,1
"794",865,"41","Female","Master's Degree","Employed Full-Time",4.08333333333333,6,3,6,6,5,4,3,2,2,3,3,6,"5",32,3,3,4,4,4,3,3,1,4,3,23,3,2,4,4,3,3,4,1,4,4,5.27272727272727,2,3,5,6,6,5,6,6,7,6,6,7,4,1
"795",866,"33","Female","Master's Degree","Employed Full-Time",4.83333333333333,4,5,5,4,5,4,4,4,6,6,5,6,"6",28,3,2,4,3,3,2,3,2,3,3,18,3,3,3,3,4,3,3,3,3,3,5.54545454545455,5,5,6,7,6,6,6,5,6,6,3,7,4,1
"796",867,"31","Female","Trade School","Employed Full-Time",3.41666666666667,4,4,3,2,4,3,3,3,3,4,3,5,"Moderately certain can do",25,3,2,3,3,3,1,3,1,3,3,10,2,3,1,3,3,3,1,1,1,2,4.09090909090909,3,3,3,4,6,5,4,4,4,4,5,7,4,1
"797",868,"21","Female","Secondary School","Employed Full-Time",4.08333333333333,3,5,4,3,5,2,5,3,4,5,5,5,"6",22,2,2,3,3,2,2,2,2,2,2,8,1,1,2,1,3,3,1,1,1,2,2.72727272727273,1,2,2,3,5,3,3,2,3,3,3,7,4,1
"798",869,"42","Female","Bachelor's Degree","Employed Full-Time",3.83333333333333,7,3,4,3,4,4,3,2,3,2,5,6,"6",25,3,2,3,3,2,2,3,2,3,2,5,1,3,0,2,4,3,0,1,1,1,3.27272727272727,2,3,2,4,2,5,4,4,5,2,3,7,4,1
"799",870,"50","Female","Master's Degree","Employed Full-Time",5.75,5,6,6,7,6,5,5,5,4,6,7,7,"Highly certain can do",36,4,4,4,4,4,3,4,2,4,3,20,3,4,2,4,3,4,4,2,3,4,7,7,7,7,7,7,7,7,7,7,7,7,7,4,1
"800",871,"63","Female","Bachelor's Degree","Employed Part-Time",1.25,2,1,3,1,1,1,1,1,1,1,1,1,"Highly certain cannot do at all",21,2,2,2,3,3,2,2,1,2,2,8,1,2,1,2,3,1,1,1,1,2,2.63636363636364,3,2,2,3,3,2,2,3,2,4,3,7,4,1
"801",872,"40","Male","Secondary School","Employed Full-Time",6.66666666666667,7,7,7,7,7,7,6,7,7,7,4,7,"Highly certain can do",40,4,4,4,4,4,4,4,4,4,4,17,4,4,4,4,4,3,0,4,1,4,7,7,7,7,7,7,7,7,7,7,7,7,7,4,1
"802",873,"69","Male","Master's Degree","Retired",4.83333333333333,5,5,6,5,5,6,4,3,5,5,3,6,"6",20,2,2,3,3,2,1,2,1,2,2,4,1,1,0,1,3,3,1,3,0,1,5.90909090909091,5,5,6,6,7,6,6,5,6,6,7,7,4,1
"803",874,"54","Female","Bachelor's Degree","Employed Part-Time",3.41666666666667,4,3,4,3,4,5,3,3,3,2,4,3,"Moderately certain can do",18,1,1,3,3,2,1,2,1,2,2,2,1,3,1,0,3,3,0,1,0,0,3.72727272727273,4,3,5,4,5,4,4,3,3,4,2,7,4,1
"804",875,"37","Female","Ph.D. or higher","Employed Full-Time",3.33333333333333,4,3,3,4,4,4,4,2,2,2,5,3,"5",18,2,1,2,2,2,2,2,2,1,2,6,1,0,1,1,2,4,1,1,1,1,5.45454545454545,5,5,6,6,5,6,6,5,5,5,6,7,4,1
"805",876,"55","Male","Master's Degree","Employed Full-Time",4.33333333333333,4,4,4,3,3,6,4,4,5,4,4,7,"6",38,3,3,4,4,4,4,4,4,4,4,18,2,3,3,4,4,4,2,1,3,4,6.27272727272727,6,5,6,6,7,7,6,7,6,6,7,7,4,1
"806",877,"33","Non-binary / third gender","Secondary School","Employed Full-Time",2.83333333333333,3,4,4,4,4,1,2,1,1,2,4,4,"5",39,4,4,4,4,4,4,4,3,4,4,18,3,3,3,3,4,3,3,3,3,3,4.18181818181818,2,2,6,5,6,3,4,4,6,4,4,7,4,1
"807",878,"33","Female","Ph.D. or higher","Employed Full-Time",4.41666666666667,3,5,5,6,5,4,6,2,6,2,2,7,"6",24,2,2,3,3,3,2,3,2,2,2,3,0,2,1,1,2,3,1,1,0,0,4.45454545454545,1,2,5,6,6,5,5,4,4,6,5,7,4,1
"808",879,"37","Male","Secondary School","Employed Full-Time",5.16666666666667,3,6,5,4,4,6,6,5,5,5,6,7,"6",28,2,3,3,3,4,3,2,2,3,3,12,2,3,1,3,3,3,2,1,2,2,5.72727272727273,6,6,6,6,6,5,6,6,5,5,6,7,4,1
"809",880,"67","Female","Secondary School","Retired",4.33333333333333,5,5,4,3,4,5,4,3,5,5,4,5,"6",29,3,3,3,3,3,2,3,3,3,3,15,2,3,3,3,3,3,2,3,2,3,5.81818181818182,6,5,6,6,7,6,5,6,6,5,6,7,4,1
"810",881,"33","Female","Secondary School","Employed Part-Time",3.5,3,4,6,2,3,3,4,1,3,3,3,7,"5",21,2,1,3,3,2,1,2,3,2,2,6,1,1,1,1,4,1,1,1,1,1,5.18181818181818,3,3,5,5,6,6,5,6,6,6,6,7,4,1
"811",883,"39","Female","Bachelor's Degree","Employed Full-Time",2.66666666666667,3,3,3,2,3,3,2,2,3,3,3,2,"3",26,3,2,3,3,3,2,3,2,3,2,7,1,1,1,2,3,3,1,2,1,1,2.27272727272727,2,2,2,2,4,2,2,2,3,2,2,7,4,1
"812",884,"63","Male","Bachelor's Degree","Employed Full-Time",5.41666666666667,7,6,6,2,7,6,6,4,2,6,6,7,"Highly certain can do",29,3,3,3,3,3,3,3,2,3,3,15,2,1,3,2,3,3,3,2,3,2,5.72727272727273,4,5,6,6,7,7,5,5,6,6,6,7,4,1
"813",886,"48","Female","Bachelor's Degree","Employed Full-Time",3.33333333333333,4,3,4,3,2,3,4,5,3,3,4,2,"Moderately certain can do",21,2,2,2,3,2,2,2,1,2,3,12,2,2,2,2,3,3,3,1,2,1,4,1,1,4,5,5,4,3,5,6,5,5,7,4,1
"814",888,"45","Female","Bachelor's Degree","Employed Part-Time",3.08333333333333,4,4,4,2,3,4,3,2,1,4,4,2,"Moderately certain can do",29,3,3,3,3,3,2,3,3,3,3,15,3,2,3,2,3,3,1,2,3,3,4.09090909090909,3,3,4,4,5,3,4,5,4,5,5,7,4,1
"815",889,"41","Male","Bachelor's Degree","Employed Full-Time",5.83333333333333,6,7,7,4,5,5,6,6,4,7,7,6,"Highly certain can do",34,3,3,3,4,3,4,3,3,4,4,22,4,3,3,3,3,3,4,3,4,4,6.18181818181818,6,6,6,6,7,6,7,6,6,6,6,7,4,1
"816",890,"21","Female","Master's Degree","Student",5.08333333333333,5,5,6,4,5,6,5,4,6,5,5,5,"6",33,3,4,4,4,4,3,3,1,3,4,14,4,4,1,3,4,3,2,2,1,3,4.81818181818182,6,7,5,4,5,5,7,5,3,4,2,7,4,1
"817",891,"28","Male","Master's Degree","Employed Full-Time",4.5,5,5,5,5,6,6,3,4,3,4,5,3,"5",24,3,2,3,3,2,2,3,2,2,2,10,2,3,0,3,2,2,1,3,1,3,4.72727272727273,3,3,3,4,7,6,5,4,5,5,7,7,4,1
"818",892,"44","Male","Secondary School","Employed Full-Time",4.75,3,6,4,4,4,7,4,4,4,4,6,7,"Highly certain can do",36,4,3,4,4,3,3,4,3,4,4,21,3,3,3,4,2,3,4,3,3,4,6.63636363636364,6,6,7,7,7,7,6,7,6,7,7,7,4,1
"819",893,"34","Female","Trade School","Employed Full-Time",6.66666666666667,7,7,7,7,7,7,7,3,7,7,7,7,"Highly certain can do",29,3,2,4,4,3,2,3,2,4,2,12,3,3,1,3,3,4,1,0,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,4,1
"820",894,"19","Female","Secondary School","Student",5.5,7,7,7,4,6,4,6,5,5,4,5,6,"Highly certain can do",32,3,2,4,3,4,3,3,3,4,3,18,3,3,3,3,3,3,3,3,3,3,6.27272727272727,5,5,6,7,7,6,7,7,6,7,6,7,4,1
"821",895,"25","Female","Secondary School","Employed Full-Time",3.41666666666667,6,6,3,1,2,1,2,6,5,3,4,2,"6",18,2,1,3,2,2,1,2,1,2,2,3,0,1,1,1,1,3,0,2,0,1,4.36363636363636,2,3,6,5,6,6,5,3,5,6,1,7,4,1
"822",896,"45","Male","Bachelor's Degree","Employed Full-Time",4.75,6,6,6,3,3,6,4,4,4,5,4,6,"6",15,1,2,2,2,1,1,2,1,1,2,5,1,1,1,0,2,2,1,2,1,1,5.81818181818182,5,6,6,6,6,6,6,5,6,6,6,7,4,1
"823",897,"37","Female","Bachelor's Degree","Employed Full-Time",4.25,6,3,3,3,5,6,3,3,3,4,6,6,"6",29,4,2,3,3,3,2,4,2,3,3,15,1,3,2,3,4,1,3,1,3,3,4.81818181818182,3,5,5,5,6,6,5,3,5,5,5,7,4,1
"824",898,"55","Female","Bachelor's Degree","Employed Part-Time",4,4,4,3,4,6,5,6,2,3,3,4,4,"5",21,1,2,2,3,2,2,2,2,2,3,6,0,0,1,0,3,4,3,0,1,1,4,3,3,3,3,6,3,5,5,3,5,5,7,4,1
"825",899,"51","Male","Bachelor's Degree","Employed Full-Time",5.91666666666667,6,7,6,4,6,7,6,6,4,7,6,6,"Highly certain can do",26,2,2,4,3,3,2,3,2,3,2,13,2,0,3,3,3,3,2,3,2,1,6.54545454545455,5,5,7,7,7,7,6,7,7,7,7,7,4,1
"826",900,"29","Male","Bachelor's Degree","Employed Full-Time",5.58333333333333,5,5,6,6,6,7,5,5,3,5,7,7,"Highly certain can do",37,3,4,3,4,4,4,4,4,4,3,19,3,4,2,4,3,2,3,0,4,3,6.81818181818182,7,6,6,7,7,7,7,7,7,7,7,7,4,1
"827",901,"20","Female","Bachelor's Degree","Student",2.25,1,4,3,1,1,3,3,2,1,1,4,3,"6",27,3,3,3,3,2,2,3,2,3,3,11,1,3,3,2,4,3,1,2,1,3,3.90909090909091,2,2,3,5,6,6,5,2,2,5,5,7,4,1
"828",902,"26","Female","Secondary School","Employed Full-Time",3.41666666666667,4,6,4,3,2,5,2,3,1,3,4,4,"6",21,2,2,2,2,3,2,2,2,2,2,11,2,1,1,3,2,2,2,1,1,2,3.90909090909091,1,2,5,4,6,3,4,5,4,5,4,7,4,1
"829",903,"21","Female","Bachelor's Degree","Student",4.66666666666667,5,5,5,5,5,4,5,4,5,4,4,5,"Moderately certain can do",22,2,2,3,3,2,2,2,2,2,2,6,1,1,1,1,1,3,1,3,1,1,4.09090909090909,3,3,4,6,5,3,3,3,5,5,5,7,4,1
